City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
462,Malpe,IN,13.35,74.7167,79.9,83,11,4.14,few clouds
463,Chengde,CN,40.9725,117.9361,30.06,25,0,7.31,clear sky
464,Comarapa,BO,-17.9,-64.4833,59.88,91,100,1.97,moderate rain
465,Katobu,ID,-4.9408,122.5276,89.71,57,12,2.77,few clouds
466,Lerwick,GB,60.1545,-1.1494,48.2,79,100,21.21,overcast clouds
467,Mihail Kogalniceanu,RO,44.3667,28.45,41.27,87,90,3.44,overcast clouds
468,Leopold,AU,-38.1833,144.4667,79.97,44,100,12.66,overcast clouds
469,Huilong,CN,31.8111,121.655,52.03,36,100,12.48,overcast clouds
470,Misratah,LY,32.3754,15.0925,68.27,70,2,12.17,clear sky
471,Kaliua,TZ,-5.0606,31.7936,68.56,87,92,4.29,overcast clouds
472,Aklavik,CA,68.2191,-135.0107,-13.97,95,100,7.23,overcast clouds
473,Arman,RU,59.7,150.1667,10.18,77,8,10.4,clear sky
474,Caravelas,BR,-17.7125,-39.2481,69.76,87,99,3.87,overcast clouds
475,Abu Dhabi,AE,24.4667,54.3667,74.97,84,0,1.14,clear sky
476,Novyy Svit,UA,47.8059,38.0211,44.19,90,100,5.12,overcast clouds
477,Homer,US,59.6425,-151.5483,17.47,69,75,4.61,broken clouds
478,Tall Kayf,TR,37.0833,41.0667,43.14,58,0,3.96,clear sky
479,Muriwai Beach,NZ,-36.8167,174.45,72.43,60,5,7.78,clear sky
480,Pecos,US,31.4229,-103.4932,58.3,28,1,5.75,clear sky
481,Sechura,PE,-5.5569,-80.8222,67.39,72,56,8.5,broken clouds
482,Altay,CN,47.8667,88.1167,20.64,73,54,5.08,broken clouds
483,Manzhouli,CN,49.6,117.4333,8.15,64,1,13.04,clear sky
484,Santa Cruz De La Palma,ES,28.6835,-17.7642,68.14,77,0,5.75,clear sky
485,Dingle,PH,10.9995,122.6711,85.51,73,57,12.91,broken clouds
486,Maniitsoq,GL,65.4167,-52.9,17.38,71,8,10.22,clear sky
487,Deep River,CA,46.1001,-77.4995,24.94,57,8,6.4,clear sky
488,Banda Aceh,ID,5.5577,95.3222,82.9,72,94,7.67,overcast clouds
489,Taltal,CL,-25.4,-70.4833,59.79,83,88,0.74,overcast clouds
490,Krasnooktyabrskiy,RU,44.9328,38.3712,52.09,72,69,13.49,broken clouds
491,Pasni,PK,25.2631,63.471,73.49,27,49,14.27,scattered clouds
492,Hovd,MN,48.0056,91.6419,25.74,32,66,6.33,broken clouds
493,Chippewa Falls,US,44.9369,-91.3929,31.14,55,90,3.44,overcast clouds
494,Okha,RU,53.5739,142.9478,33.89,83,100,32.21,overcast clouds
495,Donskoye,RU,45.4552,41.9741,44.73,71,3,6.51,clear sky
496,Nantucket,US,41.2835,-70.0995,46.0,77,100,26.93,overcast clouds
497,Abilene,US,32.4487,-99.7331,54.09,47,1,8.05,clear sky
498,Saint-Pierre,RE,-21.3393,55.4781,74.28,62,0,3.44,clear sky
499,Laguna De Perlas,NI,12.3429,-83.6712,76.96,86,95,10.18,overcast clouds
500,Margherita,IN,27.2833,95.6833,65.68,62,90,2.37,overcast clouds
501,Qeshm,IR,26.9581,56.2719,66.09,61,5,2.64,clear sky
502,Hondo,JP,32.45,130.2,51.75,75,100,12.93,overcast clouds
503,Zhuhai,CN,22.2769,113.5678,61.99,67,40,21.85,scattered clouds
504,Krasnogorskiy,RU,54.6025,61.231,22.39,83,99,14.14,overcast clouds
505,Sistranda,NO,63.7256,8.834,41.9,73,100,29.24,light rain
506,Lima,PE,-12.0432,-77.0282,64.9,83,90,8.05,overcast clouds
507,Vuktyl,RU,63.8567,57.3094,5.67,93,100,8.32,overcast clouds
508,Ushtobe,KZ,45.2514,77.9838,36.61,74,100,3.53,overcast clouds
509,Ouallam,NE,14.3188,2.0866,76.78,22,2,10.2,clear sky
510,Starkville,US,33.4504,-88.8184,44.26,58,92,6.85,overcast clouds
511,Clinton,US,42.587,-82.9199,31.01,65,1,1.01,clear sky
512,Kabanjahe,ID,3.1001,98.4908,71.42,74,100,2.98,overcast clouds
513,Barcelos,PT,41.5388,-8.6151,44.92,85,76,5.7,broken clouds
514,Paracuru,BR,-3.41,-39.0306,82.42,81,100,12.64,overcast clouds
515,Omboue,GA,-1.5746,9.2618,76.75,92,99,2.86,light rain
516,Sercaia,RO,45.8333,25.1333,46.8,82,100,3.58,overcast clouds
517,Kikwit,CD,-5.041,18.8162,68.63,97,100,1.68,overcast clouds
518,Tocopilla,CL,-22.092,-70.1979,63.54,70,52,1.52,broken clouds
519,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,36.19,48,0,2.24,clear sky
520,Namibe,AO,-15.1961,12.1522,68.65,78,54,5.12,broken clouds
521,Zyryanka,RU,65.75,150.85,-21.98,97,100,5.03,overcast clouds
522,Linxia,CN,35.6003,103.2064,36.79,27,0,1.5,clear sky
523,Manokwari,ID,-0.8667,134.0833,83.5,73,76,4.07,broken clouds
524,Okhotsk,RU,59.3833,143.3,7.5,88,44,14.0,scattered clouds
525,Batagay-Alyta,RU,67.8006,130.4114,-26.3,98,30,3.69,scattered clouds
526,Ust-Karsk,RU,52.7011,118.8077,6.6,66,9,3.0,clear sky
527,Kaeo,NZ,-35.1,173.7833,69.24,63,94,4.23,overcast clouds
528,Kisangani,CD,0.5167,25.2,69.03,97,87,1.19,overcast clouds
529,Bayji,IQ,34.9311,43.487,59.29,52,3,9.01,clear sky
530,Orbetello,IT,42.4408,11.2196,57.61,80,100,11.16,overcast clouds
531,Gao,ML,16.6362,1.637,73.04,19,0,11.45,clear sky
532,Victoria,HK,22.2855,114.1577,62.19,77,100,1.01,overcast clouds
533,Ilhabela,BR,-23.7781,-45.3581,67.82,85,64,7.72,broken clouds
534,Bregovo,BG,44.1517,22.6425,47.39,83,100,2.21,overcast clouds
535,Qianan,CN,44.9932,124.0581,16.83,72,17,16.26,few clouds
536,Sydney,AU,-33.8679,151.2073,72.59,86,75,3.0,broken clouds
537,Teguise,ES,29.0605,-13.564,62.82,82,0,1.14,clear sky
538,Kiunga,PG,-6.1219,141.2906,91.74,51,54,2.01,broken clouds
539,Ndele,CF,8.4109,20.6473,70.3,31,99,5.5,overcast clouds
540,Peace River,CA,56.2501,-117.286,19.71,93,90,19.57,light snow
541,Chinhoyi,ZW,-17.3667,30.2,68.74,83,100,3.15,light rain
542,Odweyne,SO,9.4092,45.064,60.89,46,73,7.47,broken clouds
543,Awjilah,LY,29.1081,21.2869,61.18,48,100,9.4,overcast clouds
544,Broken Hill,AU,-31.95,141.4333,76.71,50,100,9.22,light rain
545,Coari,BR,-4.085,-63.1414,73.76,97,73,2.39,broken clouds
546,Riohacha,CO,11.5444,-72.9072,76.3,90,100,4.59,overcast clouds
547,Lady Frere,ZA,-31.7031,27.2329,57.7,88,100,5.23,light rain
548,Mogadishu,SO,2.0371,45.3438,79.0,77,61,8.52,broken clouds
549,Bonito,BR,-21.1211,-56.4819,76.66,61,59,1.16,broken clouds
550,Dagana,MR,16.5165,-15.5068,80.85,23,100,8.93,overcast clouds
551,Two Hills,CA,53.7169,-111.7518,31.08,93,100,6.91,overcast clouds
552,Kupang,ID,-10.1667,123.5833,88.18,61,89,4.07,overcast clouds
553,Senica,SK,48.6792,17.367,38.28,84,7,6.06,clear sky
554,Tubuala,PA,9.5167,-79.0333,78.33,84,100,8.01,overcast clouds
555,Bubaque,GW,11.2833,-15.8333,82.24,78,6,10.09,clear sky
556,Wlodawa,PL,51.55,23.55,34.11,93,61,6.02,broken clouds
557,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,83,0,5.99,clear sky
558,Hasaki,JP,35.7333,140.8333,59.29,71,100,14.45,overcast clouds
559,Carutapera,BR,-1.195,-46.02,78.73,80,17,5.48,few clouds
560,Fare,PF,-16.7,-151.0167,81.01,74,100,9.48,overcast clouds
561,Amparafaravola,MG,-17.5833,48.2167,66.92,76,63,1.3,broken clouds
562,Myingyan,MM,21.4667,95.3833,80.13,64,12,4.9,few clouds
563,Nome,US,64.5011,-165.4064,3.27,60,1,9.22,clear sky
564,Ust-Omchug,RU,61.15,149.6333,-17.73,98,48,2.64,scattered clouds
565,Wencheng,CN,33.0559,113.7978,49.82,28,0,9.1,clear sky
566,Orangeburg,US,33.4918,-80.8557,55.17,92,90,4.61,overcast clouds
567,Twin Falls,US,42.3505,-114.6445,37.29,86,1,4.61,clear sky
568,Mtinko,TZ,-4.55,34.85,62.47,63,82,2.98,broken clouds
569,Panalingaan,PH,8.7842,117.4231,86.85,66,56,3.2,broken clouds
570,Hofn,IS,64.2539,-15.2082,43.36,73,100,6.62,overcast clouds
571,Los Andes,CL,-32.8337,-70.5983,69.58,46,0,1.43,clear sky
572,Volokonovka,RU,50.4827,37.8563,32.9,81,100,5.48,overcast clouds
573,Rumonge,BI,-3.9736,29.4386,71.19,76,98,3.65,overcast clouds
574,Dakar,SN,14.6937,-17.4441,74.28,60,47,5.75,scattered clouds
575,Uvat,RU,59.1433,68.8953,19.78,94,100,9.46,light snow
576,Nelson Bay,AU,-32.7167,152.15,76.75,83,89,4.0,overcast clouds
577,Vao,NC,-22.6667,167.4833,75.2,79,99,10.18,overcast clouds
578,Bismarck,US,46.8083,-100.7837,36.88,69,1,5.99,clear sky
579,Rocha,UY,-34.4833,-54.3333,61.59,69,28,17.13,scattered clouds
580,Nyimba,ZM,-14.5566,30.8149,71.13,85,45,1.39,scattered clouds
581,Rexburg,US,43.826,-111.7897,31.98,71,1,3.44,clear sky
582,Solnechnyy,RU,50.7214,136.6319,29.39,95,100,14.65,snow
583,Umtata,ZA,-31.5889,28.7844,58.66,96,100,7.7,light rain
584,Anito,PH,12.4497,125.2886,85.03,71,93,11.16,overcast clouds
585,Qasigiannguit,GL,68.8193,-51.1922,16.05,93,53,7.11,broken clouds
586,Te Anau,NZ,-45.4167,167.7167,63.09,45,9,4.25,clear sky
587,Inta,RU,66.0317,60.1659,4.53,96,100,8.99,light snow
588,Yatou,CN,37.15,122.3833,42.17,43,66,19.37,broken clouds
589,Akdepe,TM,42.0551,59.3788,37.49,61,56,5.48,broken clouds
590,Virden,US,39.5009,-89.7679,28.78,63,4,3.78,clear sky
591,Puerto Escondido,MX,15.85,-97.0667,81.43,74,40,0.0,scattered clouds
592,Salym,RU,60.0625,71.4789,20.34,94,100,8.63,light snow
593,Kishtwar,IN,33.3167,75.7667,48.79,27,0,4.59,clear sky
594,Port Hedland,AU,-20.3167,118.5667,91.45,46,62,10.36,broken clouds
595,Aswan,EG,24.0934,32.907,58.3,51,0,5.75,clear sky
596,Tual,ID,-5.6667,132.75,83.61,73,38,4.54,scattered clouds
597,La Paz Centro,NI,12.34,-86.6753,78.66,87,50,1.45,scattered clouds
598,Clyde,US,41.3042,-82.9752,33.58,69,0,11.05,clear sky
599,Rybinsk,RU,58.0446,38.8426,19.15,88,81,8.43,broken clouds
600,Sumenep,ID,-7.0167,113.8667,86.25,67,97,1.52,overcast clouds
601,Teguldet,RU,57.3064,88.1667,28.49,84,100,14.47,overcast clouds
602,Forrest City,US,35.0081,-90.7898,37.26,45,21,6.2,few clouds
603,Medea,DZ,36.2642,2.7539,37.85,72,0,4.97,clear sky
604,Mount Isa,AU,-20.7333,139.5,92.97,18,96,12.66,overcast clouds
605,Manono,CD,-7.3,27.4167,67.64,97,83,2.15,broken clouds
606,Acari,PE,-15.4311,-74.6158,68.86,76,83,1.66,broken clouds
607,Trairi,BR,-3.2778,-39.2689,80.28,80,100,11.54,overcast clouds
608,San Julian,MX,21.0167,-102.1667,61.12,53,100,6.38,overcast clouds
609,Port Shepstone,ZA,-30.7414,30.455,68.72,78,100,15.66,overcast clouds
610,Kamaishi,JP,39.2667,141.8833,45.55,74,71,6.44,broken clouds
611,Sao Pedro Do Sul,BR,-29.6206,-54.1789,75.85,50,31,6.24,scattered clouds
612,Kindu,CD,-2.95,25.95,68.63,100,100,1.19,overcast clouds
613,Biak,ID,-0.9131,122.8766,84.18,70,60,1.68,broken clouds
614,Kahului,US,20.8947,-156.47,79.86,79,75,23.02,broken clouds
615,Yulara,AU,-25.2406,130.9889,76.84,61,100,4.61,overcast clouds
616,Campos,BR,-21.75,-41.3,63.19,83,8,2.48,clear sky
617,Leningradskiy,RU,69.3833,178.4167,-15.66,90,31,4.68,scattered clouds
618,Mentougou,CN,39.9392,116.0917,34.74,18,0,1.57,clear sky
619,Champerico,GT,14.3,-91.9167,80.94,76,100,2.39,overcast clouds
620,Tessalit,ML,20.1986,1.0114,72.82,32,100,7.52,overcast clouds
621,Szeghalom,HU,47.0333,21.1667,43.39,69,100,12.91,overcast clouds
622,Azuaga,ES,38.2667,-5.6833,38.97,76,4,6.64,clear sky
623,Sisimiut,GL,66.9395,-53.6735,14.99,78,16,13.29,few clouds
624,Oktyabrskiy,RU,54.4815,53.471,19.72,88,99,14.54,overcast clouds
625,Dothan,US,31.2232,-85.3905,53.8,71,1,1.01,clear sky
626,Constitucion,CL,-35.3333,-72.4167,61.43,58,0,9.6,clear sky
627,La Ronge,CA,55.1001,-105.2842,17.85,86,90,12.66,light shower snow
628,Ipu,BR,-4.3222,-40.7108,80.38,67,100,5.21,overcast clouds
629,The Valley,AI,18.217,-63.0578,80.1,71,100,14.0,overcast clouds
630,Solotcha,RU,54.7917,39.8442,17.92,95,49,5.75,scattered clouds
631,Malmesbury,ZA,-33.4608,18.7271,62.8,86,1,6.22,clear sky
632,Carberry,CA,49.8689,-99.3602,19.63,91,85,6.51,overcast clouds
633,Christchurch,NZ,-43.5333,172.6333,61.92,70,75,4.0,broken clouds
634,Kismayo,SO,-0.3582,42.5454,79.12,77,93,9.66,overcast clouds
635,Maridi,SS,4.9158,29.4742,66.97,50,7,2.04,clear sky
636,Decatur,US,39.8403,-88.9548,31.1,51,1,4.61,clear sky
637,Roma,US,43.2128,-75.4557,32.83,91,90,8.05,light snow
638,Ozinki,RU,51.1786,49.6769,27.1,87,84,7.38,broken clouds
639,Golyshmanovo,RU,56.3979,68.3728,17.74,92,72,12.48,broken clouds
640,Guerrero Negro,MX,27.9769,-114.0611,70.21,51,100,7.29,overcast clouds
641,Sapa,PH,5.1544,120.3241,85.82,67,40,3.83,scattered clouds
642,Talnakh,RU,69.4865,88.3972,6.78,90,100,7.81,overcast clouds
643,Zhigansk,RU,66.7697,123.3711,-19.71,96,100,9.04,overcast clouds
644,Tuskegee,US,32.424,-85.6916,51.62,51,7,9.73,clear sky
645,Oranjestad,AW,12.524,-70.027,80.55,83,20,11.5,few clouds
646,Shelburne,CA,44.0787,-80.2041,27.05,97,38,11.99,light snow
647,Angoche,MZ,-16.2325,39.9086,74.98,88,43,5.37,scattered clouds
648,Moron,AR,-34.6534,-58.6198,69.55,40,93,8.99,overcast clouds
649,Inongo,CD,-1.95,18.2667,70.21,94,100,1.9,overcast clouds
650,Port Macquarie,AU,-31.4333,152.9167,75.88,78,66,5.77,broken clouds
651,Serik,TR,36.9169,31.0989,62.67,62,78,2.42,broken clouds
652,Acarau,BR,-2.8856,-40.12,80.31,82,100,13.94,overcast clouds
653,Mayo,US,38.8876,-76.5119,41.99,53,82,11.01,broken clouds
654,Lompoc,US,34.6391,-120.4579,72.12,46,1,0.0,clear sky
655,Salihli,TR,38.4826,28.1477,50.5,74,78,3.33,broken clouds
656,Boa Vista,BR,2.8197,-60.6733,78.78,89,90,4.61,overcast clouds
657,Havre-Saint-Pierre,CA,50.2334,-63.5986,46.76,93,90,16.11,mist
658,Oyonnax,FR,46.2592,5.6573,41.61,90,96,3.76,overcast clouds
659,Xuddur,SO,4.1213,43.8894,68.7,93,26,12.41,scattered clouds
660,Hranice,CZ,49.548,17.7347,37.35,88,9,4.12,clear sky
661,Belsand,IN,26.45,85.4,68.74,47,0,0.56,clear sky
662,Humberto De Campos,BR,-2.5983,-43.4611,77.67,86,62,5.1,broken clouds
663,Salina,US,38.8403,-97.6114,42.93,52,1,4.61,clear sky
664,Cabedelo,BR,-6.9811,-34.8339,79.47,77,79,8.99,broken clouds
665,Barranca,PE,-10.75,-77.7667,64.83,82,97,6.51,overcast clouds
666,Rock Sound,BS,24.9,-76.2,78.78,72,43,11.05,scattered clouds
667,Magistralnyy,RU,56.1725,107.4458,11.48,83,100,3.94,overcast clouds
668,Medicine Hat,CA,50.0501,-110.6683,48.63,34,40,8.99,scattered clouds
669,Fort Nelson,CA,58.8053,-122.7002,2.79,78,90,14.97,light snow
670,Carballo,ES,43.213,-8.691,51.76,89,87,14.5,overcast clouds
671,Irkutsk,RU,52.2978,104.2964,9.37,78,0,4.47,clear sky
672,Buala,SB,-8.145,159.5921,84.16,75,76,11.1,light rain
673,Isangel,VU,-19.55,169.2667,86.11,74,75,9.22,broken clouds
674,Talcahuano,CL,-36.7167,-73.1167,60.48,72,0,8.05,clear sky
675,Aras,ES,42.5617,-2.356,41.43,100,90,0.0,light rain
676,Bure,ET,10.7,37.0667,53.82,74,78,4.32,broken clouds
677,Mangan,IN,27.5167,88.5333,65.77,56,6,3.49,clear sky
678,Sorong,ID,-0.8833,131.25,83.62,72,29,4.9,scattered clouds
679,Siva,EG,29.2041,25.5195,58.75,54,5,5.21,clear sky
680,Paungde,MM,18.4833,95.5,80.78,71,17,0.67,few clouds
681,Rossosh,RU,51.1209,38.5116,29.98,87,100,4.97,overcast clouds
682,Vaitape,PF,-16.5167,-151.75,81.34,74,100,8.55,overcast clouds
683,Denpasar,ID,-8.65,115.2167,85.71,79,20,6.91,few clouds
684,Juneau,US,58.3019,-134.4197,35.6,95,90,6.91,mist
685,Beidao,CN,34.5686,105.8933,43.99,34,0,1.25,clear sky
686,Beloha,MG,-25.1667,45.05,68.09,92,57,7.29,broken clouds
687,Ornskoldsvik,SE,63.2909,18.7153,18.55,100,57,9.22,broken clouds
688,Raduzhnyy,RU,62.0961,77.475,21.87,94,100,11.12,light snow
689,Panguna,PG,-6.3164,155.4848,79.54,68,95,4.05,overcast clouds
690,Darab,IR,28.7519,54.5444,60.89,49,8,0.85,clear sky
691,Tuy Hoa,VN,13.0833,109.3,75.09,92,100,13.11,overcast clouds
692,Preobrazheniye,RU,42.9019,133.9064,25.74,52,46,23.69,scattered clouds
693,Deloraine,AU,-41.5333,146.6667,72.14,47,100,1.01,overcast clouds
